traj_id,x_k,u_k,x_next,w_hat
0,0.5140447165534978,-0.27820008988580924,0.3486517138989131,-0.0036542595638250353
1,0.4504874011535861,-0.25517787295283867,0.5083093024633294,0.2006477406232351
2,-1.6310823266241705,0.9050493278690429,-0.5962984866772465,-0.14097076238565615
3,-0.857548093897784,0.4662344105245595,0.7498121438876155,1.2691378314304123
4,1.8036962438124886,-1.0198504447316417,0.2877584539815119,-0.02801234807595343
5,0.7505622220497314,-0.4306728404664125,-0.6552404995600463,-1.1199955578603529
6,-1.966522808290591,1.1160996576679114,0.7802730358168263,0.9212525961004406
7,0.8590921319802274,-0.5043127065494832,-0.528459328327894,-1.0297211490020062
8,-0.6750450973234955,0.37321661062707556,-0.5404143403440235,-0.10324563525448671
9,-0.7090752358412666,0.40827860827308865,-0.43093235412565356,0.01458452759174611
