traj_id,x_k,u_k,x_next,w_hat
0,-1.0412783473925062,0.5652443814626796,0.09340708025536992,0.6638937231956934
1,1.3493304621791231,-0.788779932978255,1.8774477137741745,1.3319599042844845
2,-0.3823957346964239,0.19101575441025206,-1.0056213993758418,-0.7280529400681967
3,-0.20357214556105352,0.09121955768741696,-0.6956191871126811,-0.5390628802591776
4,-0.6689567011012257,0.3446352726381056,0.1570969991206177,0.6038427012249025
5,1.9865526648863292,-1.1545863622816954,0.024533854324539695,-0.07810654077540025
6,0.12600682648898665,-0.11295515493714507,-0.5148250597754014,-0.5840208586042099
7,-1.0297181301600578,0.5531420274760435,1.2733934234148765,1.8445688501135131
8,1.3033014056110805,-0.767130630272194,1.9049649062779215,1.35419226073948
9,-0.22343322990516534,0.0910134021681004,-0.5041962083699862,-0.3281287337012956
10,1.278342110146541,-0.7524763833775598,1.5193730695669438,0.965438099418294
11,0.928608176696216,-0.5723604427050226,-0.1263622646412198,-0.635331713636982
12,0.9547871582593496,-0.5661448228989189,2.3556678697124958,1.829020065204924
13,2.653533490965058,-1.5197156189180256,0.5209353607400347,1.7412873667695308
14,-0.22569253821270674,0.0854586485428649,1.6355702147064035,1.8166174072627785
15,0.14100624762688346,-0.11367116421057928,1.3967900487147709,1.313086648800464
16,-1.085959466164114,0.5863172558740604,-0.001319057929396461,0.5780350061275082
17,0.2613759920719222,-0.18806115830795078,1.271769271244512,1.1073999467621798
18,1.5154411007442699,-0.8933600156169896,1.6326730316302833,1.1439626113233698
19,1.4943447672025767,-0.8780056270813545,1.8651745520118512,1.365994417552392
20,0.17644448808311092,-0.13289639512604046,-0.5355897494088615,-0.6446705089634217
21,0.3228444932896256,-0.21947977787784456,1.952109687112836,1.7446133525704934
22,0.04771668188359224,-0.05544008223596668,1.397714992450987,1.3777364592255774
23,0.9147990593882903,-0.5442186087902001,-0.14817674951303728,-0.6632737897868624
24,2.065402618868205,-1.2022631637839862,1.6421964969606604,1.646388160253895
25,2.6242601314096317,-1.5045924433694806,-1.2308851835551824,-0.0907490158805695
26,2.0506811205556987,-1.1881472693287698,2.0381976328582354,2.0188759937772565
27,1.3051688445610121,-0.7745019496608828,-0.172328006029822,-0.7196941464035447
28,-0.369361890816045,0.16315787896969305,-0.9980225414233377,-0.7186381534707758
29,1.332622766298949,-0.7689928039663658,1.6979025505581973,1.1442066360396967
30,1.2026167780095487,-0.7091017877974422,1.9613331640824327,1.4031554716411807
31,1.6831209894607746,-0.9807438069025735,0.8755835688746327,0.4775190103420755
32,1.6024891502406635,-0.9369235959054603,2.4375103342694335,1.9893407202217608
33,2.110709494531782,-1.2120216390758614,1.6194664852823086,1.6820028783856493
34,-0.08494437383691467,0.015745677401085716,-0.7295784552164047,-0.6526090734286633
35,-0.572616863978492,0.295177352726085,0.02625186729934781,0.4199874907013188
36,1.5792065163667883,-0.928549889306918,-0.27094182083281015,-0.7294779881701878
37,1.568831559662848,-0.9238554933460214,1.4407133939485672,0.977352774789469
38,0.9575616983939473,-0.5570549189564628,-0.1175446317606671,-0.6502435887214638
39,-0.8429784008074951,0.4446413765068749,0.4181779570129608,0.9389971595926571
40,1.6282680458739607,-0.9350078426823739,-0.1987523848016337,-0.6400237132653059
41,1.2904729126942884,-0.7773563355306511,1.8218969749511373,1.2782773612990233
42,1.679165807372672,-0.9744647160900541,1.7854388955093916,1.3826008179862774
43,0.4823946672188796,-0.29376322963481477,0.8446630331001734,0.5278592249144533
44,1.3381059978414052,-0.7723040520335405,0.3428344025892115,-0.2098002687188527
45,1.4346680534546947,-0.8230918207636829,0.8452126909315684,0.31424682976716267
46,1.391042642989579,-0.8092443055300566,2.014684543543237,1.4768752209719065
47,-0.7290533258823176,0.4127880349322753,-0.9930618920523964,-0.5349868359528643
48,0.07821251876357849,-0.07323552223202226,1.822723122163728,1.7812081047612438
49,2.4032257588049872,-1.3840618885913656,0.8820979380902505,1.4842058011574335
