control_mode,noise_id,step,method,mean_logscore,std_logscore
zero,W1,4,kde,-1.3702858813211631,0.26869103009975415
zero,W1,5,kde,-1.0055339273325699,0.02602365197958273
zero,W1,6,kde,-1.3858313443570223,0.040790360521065896
zero,W1,7,kde,-1.3449121796518961,0.2290277496067175
zero,W1,8,kde,-1.4151052445116168,0.3969277982825774
zero,W1,9,kde,-1.148905115004713,0.37239856402930815
zero,W1,10,kde,-2.682762073758051,1.1659722873916039
zero,W1,11,kde,-10.477875526983897,13.53257527279078
zero,W1,12,kde,-25.103909360719303,33.42092784908208
zero,W1,13,kde,-0.9641733266928344,0.20191752343465935
zero,W1,14,kde,-2.1293999390324547,0.2370989053636596
zero,W1,15,kde,-3.6572798728801628,1.200872281203403
zero,W1,16,kde,-0.6835068744028843,0.24390047004113327
zero,W1,17,kde,-1.5104131472265223,0.16723089301628116
zero,W1,18,kde,-1.0744117569560645,0.26868625619696657
zero,W1,19,kde,-1.4960501337892356,0.6415154238337335
zero,W1,20,kde,-1.601530292230977,0.937874611381565
zero,W1,21,kde,-2.5751765883363333,1.9629335196831987
zero,W1,22,kde,-1.2189896293909455,0.22672984849014702
zero,W1,23,kde,-1.4821304389602845,0.45116163952242366
zero,W1,24,kde,-1.5399979801356842,0.013066408564950175
zero,W1,25,kde,-2.0350918485668203,0.36044917618077393
zero,W1,26,kde,-2.690937384518898,0.47066029170889034
zero,W1,27,kde,-1.470425727299699,0.47175489710575147
zero,W1,28,kde,-1.7800793829889696,1.1609208338877601
zero,W1,29,kde,-1.5488374767619026,0.9619671505365339
zero,W1,30,kde,-1.2953129907341996,0.08650555081429441
zero,W1,31,kde,-1.0223886054150293,0.5588527028418696
zero,W1,0,oracle,-1.4547567752403952,0.6789891338980183
zero,W1,1,oracle,-1.5246336991185636,0.4116276337455914
zero,W1,2,oracle,-1.1125387619501586,0.270710096415891
zero,W1,3,oracle,-1.971460501384789,1.4878918777976735
zero,W1,4,oracle,-1.6085224035294994,0.7012508104855824
zero,W1,5,oracle,-1.1473167884306288,0.08802093180492161
zero,W1,6,oracle,-0.9240793705971022,0.0057323669115842395
zero,W1,7,oracle,-1.081212146832606,0.16266352023193767
zero,W1,8,oracle,-1.4388898956551741,0.10272394557849547
zero,W1,9,oracle,-1.0340248644249415,0.039894798991417166
zero,W1,10,oracle,-2.551406382861882,0.8544202216299468
zero,W1,11,oracle,-2.860022053053111,2.744255893737003
zero,W1,12,oracle,-1.0359315101204924,0.0561774069573325
zero,W1,13,oracle,-1.2654882282859767,0.44608349050877916
zero,W1,14,oracle,-2.784737974441489,0.4243248486924795
zero,W1,15,oracle,-1.6979858170555542,0.942333930510735
zero,W1,16,oracle,-0.9335003214562307,0.019748768630034146
zero,W1,17,oracle,-1.1907012338614686,0.34324956862699313
zero,W1,18,oracle,-0.948955407355631,0.0368067138659658
zero,W1,19,oracle,-1.2636862198749137,0.06967268359188906
zero,W1,20,oracle,-1.5321477553205198,0.8085843084544068
zero,W1,21,oracle,-1.8260264562616382,1.1652759460132407
zero,W1,22,oracle,-1.198427424783644,0.2784269438045446
zero,W1,23,oracle,-1.6853551178392416,0.9232866183976538
zero,W1,24,oracle,-1.6735613135327314,1.0178956124985454
zero,W1,25,oracle,-1.342113203835063,0.06729079707672897
zero,W1,26,oracle,-1.9399258850888392,0.12312611984040261
zero,W1,27,oracle,-1.5315010646084362,0.31045945924459645
zero,W1,28,oracle,-1.7651379393892523,1.010235954364617
zero,W1,29,oracle,-1.0529407778061681,0.14641372297301902
zero,W1,30,oracle,-1.3422123934958354,0.11387301840033896
zero,W1,31,oracle,-1.3673528787008926,0.35209592772041615
zero,W1,0,wdrpp_upper,-1.5890789181492941,0.49537913246965415
zero,W1,1,wdrpp_upper,-1.759803681589094,0.2947932551592509
zero,W1,2,wdrpp_upper,-1.3571201825038386,0.4130693992652722
zero,W1,3,wdrpp_upper,-1.6844855769361615,0.4876697273901237
zero,W1,4,wdrpp_upper,-1.679341992763273,0.3178240744351739
zero,W1,5,wdrpp_upper,-1.2885499553799218,0.11257925623127633
zero,W1,6,wdrpp_upper,-1.5139054524518785,0.09226075056967725
zero,W1,7,wdrpp_upper,-1.5253419282721823,0.12491042263372903
zero,W1,8,wdrpp_upper,-1.6488723882049157,0.17982627193736783
zero,W1,9,wdrpp_upper,-1.3689016131805167,0.3137745030585856
zero,W1,10,wdrpp_upper,-2.2897056477302895,0.3543840206857534
zero,W1,11,wdrpp_upper,-2.5165705086696284,1.9687243377260133
zero,W1,12,wdrpp_upper,-2.3060136675654483,1.4772017718006478
zero,W1,13,wdrpp_upper,-1.314706321255044,0.23035731926592548
zero,W1,14,wdrpp_upper,-2.3493722815984963,0.1692864124692628
zero,W1,15,wdrpp_upper,-2.2726047776373433,0.3210963039227135
zero,W1,16,wdrpp_upper,-1.0667648370711413,0.09412458573208446
zero,W1,17,wdrpp_upper,-1.5706652797824456,0.2907465252600693
zero,W1,18,wdrpp_upper,-1.2752964921388426,0.19609612243113372
zero,W1,19,wdrpp_upper,-1.57284314790463,0.3869826849430408
zero,W1,20,wdrpp_upper,-1.8077034848105575,0.6459815596401556
zero,W1,21,wdrpp_upper,-1.9216709072802738,0.8654831451219439
zero,W1,22,wdrpp_upper,-1.5465310776301007,0.09843057906309319
zero,W1,23,wdrpp_upper,-1.679520343968938,0.6247816437256167
zero,W1,24,wdrpp_upper,-1.7640467590531392,0.051687514036678414
zero,W1,25,wdrpp_upper,-1.6572123751361003,0.13100015533660922
zero,W1,26,wdrpp_upper,-2.2246265530303178,0.19063393621350885
zero,W1,27,wdrpp_upper,-1.6461916771784701,0.3366919934947469
zero,W1,28,wdrpp_upper,-1.6984060928030256,0.7132605626490547
zero,W1,29,wdrpp_upper,-1.7262002499750877,0.9772449330374368
zero,W1,30,wdrpp_upper,-1.5199310847704046,0.11840773412725053
zero,W1,31,wdrpp_upper,-1.3825194151835887,0.20066869642667437
zero,W1,0,wdrpp_lower,-2.023518696078002,0.0
zero,W1,1,wdrpp_lower,-1.8293905863592261,0.14550624936913775
zero,W1,2,wdrpp_lower,-1.889921781299699,0.005858167760246888
zero,W1,3,wdrpp_lower,-1.9593212829544635,0.05477766088784346
zero,W1,4,wdrpp_lower,-1.9401120409487373,0.01641010814316942
zero,W1,5,wdrpp_lower,-2.1276648267786777,0.04761829050164183
zero,W1,6,wdrpp_lower,-1.955614562248019,0.08960303850468246
zero,W1,7,wdrpp_lower,-1.8593127339902877,0.04742455047868286
zero,W1,8,wdrpp_lower,-1.9233358084217476,0.023474478522185517
zero,W1,9,wdrpp_lower,-1.925033699060934,0.006159601055767263
zero,W1,10,wdrpp_lower,-2.049015360398523,0.13893066929113934
zero,W1,11,wdrpp_lower,-2.366775878906101,0.6733318159983211
zero,W1,12,wdrpp_lower,-2.0752740343821725,0.5917529661264502
zero,W1,13,wdrpp_lower,-1.8110744285436247,0.06063357024336456
zero,W1,14,wdrpp_lower,-2.109710010512698,0.0679818748765763
zero,W1,15,wdrpp_lower,-1.9061286018703836,0.045830016115405416
zero,W1,16,wdrpp_lower,-1.795560404624534,0.0
zero,W1,17,wdrpp_lower,-2.0376164440688393,0.021327611748362736
zero,W1,18,wdrpp_lower,-1.8924434862895483,0.07698944295690933
zero,W1,19,wdrpp_lower,-1.8720277695823642,0.05740653059089614
zero,W1,20,wdrpp_lower,-1.9746453144636944,0.18877786246508518
zero,W1,21,wdrpp_lower,-2.0901903913445268,0.14158400562726067
zero,W1,22,wdrpp_lower,-2.0091640071007473,0.0351125542898919
zero,W1,23,wdrpp_lower,-2.0068211101402396,0.024789733225247138
zero,W1,24,wdrpp_lower,-2.081980753071794,0.14350398870795464
zero,W1,25,wdrpp_lower,-1.8605621282211933,0.05708613974631413
zero,W1,26,wdrpp_lower,-2.0354917231804195,0.059585842420163584
zero,W1,27,wdrpp_lower,-1.9602316167477967,0.08739886165658935
zero,W1,28,wdrpp_lower,-1.9738335895977173,0.08725435479810832
zero,W1,29,wdrpp_lower,-1.7891674480922992,0.25534681558830924
zero,W1,30,wdrpp_lower,-1.8241127513581095,0.10929471010489485
zero,W1,31,wdrpp_lower,-1.7320937832090588,0.15179997424488514
zero,W2,0,nominal,-1.1620597878108812,0.16322809335566751
zero,W2,1,nominal,-1.3890309313591,0.17787075141146844
zero,W2,2,nominal,-1.3294511139122447,0.04114600694877571
zero,W2,3,nominal,-1.3001452518156014,0.0021943008735245033
zero,W2,4,nominal,-1.2763101733805766,0.03187765954939368
zero,W2,5,nominal,-1.3332371124655307,0.30070509173801263
zero,W2,6,nominal,-1.307639224819105,0.18671622389739387
zero,W2,7,nominal,-1.5019483776927243,0.22366056871792897
zero,W2,8,nominal,-1.3728201703717455,0.18420209111607402
zero,W2,9,nominal,-1.373271531737431,0.17327089086848232
zero,W2,10,nominal,-1.474700657403167,0.26106054245399213
zero,W2,11,nominal,-1.274550461448577,0.413435611192896
zero,W2,12,nominal,-1.4302527099432711,0.12102619991268565
zero,W2,13,nominal,-1.4080623432631205,0.012277810622500891
zero,W2,14,nominal,-1.3946297644183092,0.2003677811654118
zero,W2,15,nominal,-1.3180846072025538,0.07224617257694294
zero,W2,16,nominal,-1.3685974451395722,0.0757902747231655
zero,W2,17,nominal,-1.3035340810555618,0.3501665560126299
zero,W2,18,nominal,-1.051088803431918,0.029825208339550387
zero,W2,19,nominal,-1.3908743630969904,0.2907296945499351
zero,W2,20,nominal,-1.6075260112293352,0.46483248480291944
zero,W2,21,nominal,-1.1552299561800936,0.32436444225969346
zero,W2,22,nominal,-1.795680271351383,0.706078339676359
zero,W2,23,nominal,-1.4762834298688319,0.10537964079964027
zero,W2,24,nominal,-1.5709540086319487,0.24251241788935005
zero,W2,25,nominal,-1.369317389204904,0.35562320938376085
zero,W2,26,nominal,-1.619212598799108,0.11135664845168236
zero,W2,27,nominal,-1.5025245242250738,0.3563063044067373
zero,W2,28,nominal,-1.3033889346021579,0.08868607024486365
zero,W2,29,nominal,-1.0568222403380332,0.07345234551688573
zero,W2,30,nominal,-1.7462243471445174,0.2664461804227161
zero,W2,31,nominal,-1.7699047612918104,0.33232329818857426
zero,W2,0,noise_drpp,-1.7495148825482483,0.047860410851169065
zero,W2,1,noise_drpp,-1.7741904428425241,0.05889579432620251
zero,W2,2,noise_drpp,-1.8573122325631504,0.031224093050473092
zero,W2,3,noise_drpp,-1.547739304115908,0.011038659178128768
zero,W2,4,noise_drpp,-1.6488582887920944,0.01495926611815528
zero,W2,5,noise_drpp,-2.1113936412827425,0.41994084832674894
zero,W2,6,noise_drpp,-1.6817777051495268,0.07335002243623194
zero,W2,7,noise_drpp,-1.6822929179191708,0.014221832950653058
zero,W2,8,noise_drpp,-1.5878445550503664,0.0171194619180174
zero,W2,9,noise_drpp,-1.44830441356816,0.054945087056364424
zero,W2,10,noise_drpp,-1.8442437116211465,0.14390724786222436
zero,W2,11,noise_drpp,-1.680503500838312,0.12355751308786757
zero,W2,12,noise_drpp,-1.6139248510684894,0.5383914436444533
zero,W2,13,noise_drpp,-1.7229139224968293,0.009591203580784705
zero,W2,14,noise_drpp,-1.647539550076193,0.038578641141239337
zero,W2,15,noise_drpp,-1.652446571771927,0.00298200990200039
zero,W2,16,noise_drpp,-1.609666196234251,0.02107762701808301
zero,W2,17,noise_drpp,-2.109139444172746,0.6279300177590369
zero,W2,18,noise_drpp,-1.5310673495753575,0.14913005376020658
zero,W2,19,noise_drpp,-1.6200669882592835,0.2162376026123699
zero,W2,20,noise_drpp,-1.7525406331134947,0.16259448842751034
zero,W2,21,noise_drpp,-1.5442739620969834,0.2109264138550424
zero,W2,22,noise_drpp,-1.8017295609927733,0.31496514011039756
zero,W2,23,noise_drpp,-1.739179737454804,0.027005859160605043
zero,W2,24,noise_drpp,-1.6937480055565959,0.19650848783795805
zero,W2,25,noise_drpp,-1.6391730848615707,0.033817092251564776
zero,W2,26,noise_drpp,-1.7286966804669601,0.35103116336858686
zero,W2,27,noise_drpp,-1.6941701397727211,0.13293465993230077
zero,W2,28,noise_drpp,-1.6155124629531858,0.0007888160079320929
zero,W2,29,noise_drpp,-1.674383366418946,0.01254035922992377
zero,W2,30,noise_drpp,-1.6521200468818547,0.0748654362339709
zero,W2,31,noise_drpp,-1.7781965788635299,0.0776203709674903
zero,W2,0,kde,-1.4025778555974582,0.0460654595038704
zero,W2,1,kde,-1.4662748578401432,0.02010792965680744
zero,W2,2,kde,-1.0734101344588771,0.037887042311511965
zero,W2,3,kde,-1.012324573078835,0.04682231109998476
zero,W2,4,kde,-1.5943734642577465,0.021419734198165584
zero,W2,5,kde,-2.584569486945831,1.0328631530434582
zero,W2,6,kde,-1.461530637887449,0.03807184481660912
zero,W2,7,kde,-1.1552954642339626,0.005122074906682584
zero,W2,8,kde,-1.1584226091190994,0.22907861817033218
zero,W2,9,kde,-0.8183032651209923,0.019295597794604435
zero,W2,10,kde,-1.6055243786778783,0.17317046989219334
zero,W2,11,kde,-1.4232812663603869,0.25603696246203445
zero,W2,12,kde,-1.0408242024923666,1.199367650496993
zero,W2,13,kde,-1.248025598235067,0.0907671761914426
zero,W2,14,kde,-1.222393284913649,0.01942408305824
zero,W2,15,kde,-1.160646250873612,0.01861033444973002
zero,W2,16,kde,-1.130049346942412,0.019668954190150367
zero,W2,17,kde,-7.266724941334726,7.006954560617417
zero,W2,18,kde,-1.440414061104066,0.22315390979398053
zero,W2,19,kde,-1.2125668080866534,0.29401889115483
zero,W2,20,kde,-1.364985610249593,0.29967814619779354
zero,W2,21,kde,-1.5363899488652504,0.009643643392825599
zero,W2,22,kde,-1.6597901355096285,0.6590445481498871
zero,W2,23,kde,-1.2044319501563763,0.0023669472288398987
zero,W2,24,kde,-1.1630675290480947,0.43740015216214423
zero,W2,25,kde,-1.2526572073849072,0.2503204656557155
zero,W2,26,kde,-1.380171403204622,0.7612378980806878
zero,W2,27,kde,-1.2434958320350624,0.5810853216996177
zero,W2,28,kde,-1.1425816678465075,0.03918824929554848
zero,W2,29,kde,-1.5404951210618067,0.07909793851993975
zero,W2,30,kde,-1.2206244360508123,0.15578804940249885
zero,W2,31,kde,-1.294975623436555,0.141972104517697
zero,W2,0,oracle,-0.46567873293072604,0.2110478725513012
zero,W2,1,oracle,-0.34189702252258847,0.02955149721432836
zero,W2,2,oracle,-0.25099193121705177,0.03657514424744059
zero,W2,3,oracle,-0.3269565288115784,0.11163667528758589
zero,W2,4,oracle,-0.30459683821098626,0.12273412260796995
zero,W2,5,oracle,-0.7743353935870336,0.5308536991203182
zero,W2,6,oracle,-0.4795615440384351,0.3719313348834555
zero,W2,7,oracle,-0.5425081309955406,0.30628639721726386
zero,W2,8,oracle,-0.32461029567440336,0.1473046244236902
zero,W2,9,oracle,-0.662595050101591,0.30331965553231505
zero,W2,10,oracle,-0.8017545095602234,0.7157940981207462
zero,W2,11,oracle,-1.9176382940999595,2.095421258119775
zero,W2,12,oracle,-0.2243371609575071,0.013816399776022491
zero,W2,13,oracle,-0.5148187568485381,0.4411304109555967
zero,W2,14,oracle,-0.37926294686109974,0.02066111855700897
zero,W2,15,oracle,-0.27277172823484824,0.10400181657466605
zero,W2,16,oracle,-0.22758015074415155,0.032225149095674116
zero,W2,17,oracle,-1.015191931656476,0.8567676070259257
zero,W2,18,oracle,-1.9898429104151392,0.45246154742024963
zero,W2,19,oracle,-0.6006392036780055,0.12095918022098809
zero,W2,20,oracle,-1.1543696340315688,1.157718161523813
zero,W2,21,oracle,-2.607236307573996,3.4106806473793303
zero,W2,22,oracle,-2.241580999938058,2.770325111574113
zero,W2,23,oracle,-1.5498324590627357,1.6783271975473661
zero,W2,24,oracle,-0.8566824343634286,0.26606557445539614
zero,W2,25,oracle,-1.1852528061241356,0.8483638919387406
zero,W2,26,oracle,-0.3880487669077173,0.26213923160737806
zero,W2,27,oracle,-1.388973735693248,1.5980557361866599
zero,W2,28,oracle,-0.6220665201264284,0.15001846380084463
zero,W2,29,oracle,-2.9864778320892778,1.5449333913428196
zero,W2,30,oracle,-1.1858829704100455,0.7954140035360978
zero,W2,31,oracle,-0.2816920968213791,0.11299542849010465
zero,W2,0,wdrpp_upper,-1.5187503174981773,0.08255715967537587
zero,W2,1,wdrpp_upper,-1.5326587540684917,0.020883485097001588
zero,W2,2,wdrpp_upper,-1.8981784786795277,0.0024845880818091235
zero,W2,3,wdrpp_upper,-1.171477423815174,0.11828749712376187
zero,W2,4,wdrpp_upper,-1.730857903346804,0.03766856875119225
zero,W2,5,wdrpp_upper,-2.396682869125007,0.18475926176790872
zero,W2,6,wdrpp_upper,-1.751603349048272,0.2065235698088809
zero,W2,7,wdrpp_upper,-1.2685396479084834,0.056828781190624636
zero,W2,8,wdrpp_upper,-1.3396662453662966,0.02928704682422361
zero,W2,9,wdrpp_upper,-1.1176864856356725,0.1044467133306961
zero,W2,10,wdrpp_upper,-1.7686438123759745,0.2548603580564181
zero,W2,11,wdrpp_upper,-1.6195410054650927,0.37021543419106334
zero,W2,12,wdrpp_upper,-1.5664931499401924,1.0843901440398442
zero,W2,13,wdrpp_upper,-1.3541272816449532,0.02790661183761432
zero,W2,14,wdrpp_upper,-1.43138084832934,0.004062880654250225
zero,W2,15,wdrpp_upper,-1.2027633075236484,0.03596257069678958
zero,W2,16,wdrpp_upper,-1.2110062925256284,0.03408328595960635
zero,W2,17,wdrpp_upper,-2.3065449457987683,0.4441162223768801
zero,W2,18,wdrpp_upper,-1.6262865880534045,0.19759197182731203
zero,W2,19,wdrpp_upper,-1.4266602560820325,0.36919526101221717
zero,W2,20,wdrpp_upper,-1.6034532607714744,0.28405913033426294
zero,W2,21,wdrpp_upper,-1.7503971772008158,0.04191872047588693
zero,W2,22,wdrpp_upper,-1.7381709554466396,0.48206662341138135
zero,W2,23,wdrpp_upper,-1.2312179096359528,0.0028520045854372044
zero,W2,24,wdrpp_upper,-1.3580311208791347,0.5571890315148108
zero,W2,25,wdrpp_upper,-1.5252476878801442,0.25577503163661985
zero,W2,26,wdrpp_upper,-1.670489259905762,0.766848611814413
zero,W2,27,wdrpp_upper,-1.3930843413125604,0.45213155439181396
zero,W2,28,wdrpp_upper,-1.3201038828512246,0.14142200432140115
zero,W2,29,wdrpp_upper,-1.7240145117020313,0.17153706621240464
zero,W2,30,wdrpp_upper,-1.5529958029476516,0.1758665576213121
zero,W2,31,wdrpp_upper,-1.5233400520597182,0.16681007601733175
zero,W2,0,wdrpp_lower,-2.2088833039974376,0.0
zero,W2,1,wdrpp_lower,-2.0221878737067165,0.0033401155588046326
zero,W2,2,wdrpp_lower,-2.2443979956921574,0.017596943813742386
zero,W2,3,wdrpp_lower,-2.0211877089979224,0.01893621878115858
zero,W2,4,wdrpp_lower,-2.0310414916974135,0.002998231228439563
zero,W2,5,wdrpp_lower,-2.19918777270932,0.1630432001680225
zero,W2,6,wdrpp_lower,-2.0118164122835873,0.016567096697784722
zero,W2,7,wdrpp_lower,-2.0461378843434774,0.028870258468061117
zero,W2,8,wdrpp_lower,-1.9396869031808968,0.11278858967299989
zero,W2,9,wdrpp_lower,-1.9308832721111262,0.04849913948426442
zero,W2,10,wdrpp_lower,-2.070024254570086,0.0745929351582546
zero,W2,11,wdrpp_lower,-1.9863090667211267,0.025505937502102383
zero,W2,12,wdrpp_lower,-1.8766505431815643,0.23706214122648245
zero,W2,13,wdrpp_lower,-2.0304096506301343,0.07432572975457617
zero,W2,14,wdrpp_lower,-1.8371291620322059,0.0653820375221107
zero,W2,15,wdrpp_lower,-1.9324451697343805,0.021339982844519465
zero,W2,16,wdrpp_lower,-1.8552957199327726,0.03520098373034369
zero,W2,17,wdrpp_lower,-1.9600251438619587,0.2969481169621203
zero,W2,18,wdrpp_lower,-1.8541421803785931,0.05081658895081202
zero,W2,19,wdrpp_lower,-1.8210230353636145,0.12559890041566923
zero,W2,20,wdrpp_lower,-1.9448218098235799,0.03263202818993113
zero,W2,21,wdrpp_lower,-1.9457014342392993,0.006188381599025175
zero,W2,22,wdrpp_lower,-1.883639266661962,0.05147933139469065
zero,W2,23,wdrpp_lower,-2.0558404928438794,0.06195975924568653
zero,W2,24,wdrpp_lower,-2.0266970585258033,0.027590918724539035
zero,W2,25,wdrpp_lower,-2.014370013399475,0.09316761820165197
zero,W2,26,wdrpp_lower,-2.0380396326409347,0.05846151144929988
zero,W2,27,wdrpp_lower,-2.1004717964401483,0.17622312490939132
zero,W2,28,wdrpp_lower,-2.065027321722743,0.030368592350414367
zero,W2,29,wdrpp_lower,-2.0640549480315986,0.02561335510782416
zero,W2,30,wdrpp_lower,-2.018351944799493,0.015742937641309938
zero,W2,31,wdrpp_lower,-1.940552015647591,0.2350939983434374
zero,W3,0,nominal,-1.638604528940474,0.8830949181096058
zero,W3,1,nominal,-1.9072546007310445,0.9989000400176146
zero,W3,2,nominal,-2.1037945856422846,0.4998745790287199
zero,W3,3,nominal,-1.7459863316521207,1.0136303768053996
zero,W3,4,nominal,-1.7632644904888644,0.9154424937015194
zero,W3,5,nominal,-1.468899807241964,0.40406970021377087
zero,W3,6,nominal,-2.504000614160442,1.7421537051157905
zero,W3,7,nominal,-1.0222672299140227,0.12181530572284817
zero,W3,8,nominal,-1.2532404969546804,0.09551803059454646
zero,W3,9,nominal,-1.6265381295093064,0.6266170112404634
zero,W3,10,nominal,-2.0018354678727706,1.0987135251754176
zero,W3,11,nominal,-3.6256974316452886,3.1866667959563824
zero,W3,12,nominal,-1.6896696417861456,0.8812884690139284
zero,W3,13,nominal,-1.285778723888376,0.35484782561506506
zero,W3,14,nominal,-0.9584118916818282,0.010042184559088799
zero,W3,15,nominal,-1.0910999006296047,0.18684358706906487
zero,W3,16,nominal,-1.2812861183141422,0.12382952920100503
zero,W3,17,nominal,-1.4752013790668301,0.2045566837711741
zero,W3,18,nominal,-1.7116208842481215,0.6541312902397991
zero,W3,19,nominal,-1.6379603767236217,0.6404041699532296
zero,W3,20,nominal,-1.2772126230135779,0.5058499883968993
zero,W3,21,nominal,-1.8932154967939783,1.0000747877517717
zero,W3,22,nominal,-1.0849351600506933,0.22555263116728966
zero,W3,23,nominal,-1.1474288437973676,0.14245415731392427
zero,W3,24,nominal,-1.4225570989928646,0.5287215698683926
zero,W3,25,nominal,-1.2863465586803748,0.1720821218754513
zero,W3,26,nominal,-1.830489551571647,0.4947931109132762
zero,W3,27,nominal,-2.3913438843973056,0.24410349551912774
zero,W3,28,nominal,-1.796582357561158,1.1730466929637924
zero,W3,29,nominal,-1.5861204315267365,0.7647933610658486
zero,W3,30,nominal,-1.0891697589074814,0.24022120623158863
zero,W3,31,nominal,-2.278665928495781,0.1583796246102257
zero,W3,0,noise_drpp,-2.149381767726564,2.0514291843148307
zero,W3,1,noise_drpp,-1.9618438614325253,0.16584637183714004
zero,W3,2,noise_drpp,-1.6450679174275251,0.03646796220158993
zero,W3,3,noise_drpp,-1.6822536383213635,0.1413659095534629
zero,W3,4,noise_drpp,-1.6168390540820856,0.26722442680561925
zero,W3,5,noise_drpp,-1.598865919526018,0.4440786384429532
zero,W3,6,noise_drpp,-1.5129678393430774,0.21899262868872776
zero,W3,7,noise_drpp,-1.8343099776506615,0.21870170378454415
zero,W3,8,noise_drpp,-1.6941673421308974,0.3871218371751781
zero,W3,9,noise_drpp,-1.7780095315219495,0.19503150820689255
zero,W3,10,noise_drpp,-2.0935962509606547,0.09040882696060806
zero,W3,11,noise_drpp,-2.1816804985202625,0.07184267724028932
